time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,volume_lots,equity_before,equity_after,pnl_cum
2025-07-11 04:20:00+00:00,EURUSD,sell,1.16765,1.1690302142857143,1.1641994642857143,1.1690302142857143,-31.247052584528436,"Confluences baissières fortes: trend_sell_ok, SuperTrend down, ADX élevé, pentes SMA20/100 négatives, prix sous SMA20, biais HTF baissier. Volatilité/volume au-dessus des seuils (vol_rel 1.78, atr_ratio 2.45). Session Tokyo pénalisante et léger contre‑mouvement intrabar, mais loss_pressure faible et spread nul. Prise de position short privilégiée.; conf=0.66; size×=0.50",SL,0.25,14859.44,14828.18993863368,-171.81006136632095
2025-07-16 09:35:00+00:00,EURUSD,buy,1.16215,1.1616612,1.16332312,1.1616612,-34.1496943895953,"Setup haussier et conditions OK: vol_rel 1.12 et atr_ratio 1.28 >= seuils, Supertrend up, ADX 21.5 >= 20, slopes SMA20/100 > 0, dist_sma20 > 0, session London open (poids 1.05), spread nul, htf_bias >= 0. Réserves mineures: slope_sma200 < 0 et vol juste au-dessus du min; pas d’overlap. Loss_pressure très faible.; conf=0.70; size×=0.50",SL,0.7,14828.19,14794.040244244086,-205.95975575591626
2025-07-17 09:50:00+00:00,EURUSD,sell,1.15801,1.1592788928571427,1.1547108785714286,1.1592788928571427,-31.177399569882812,"Confluences vendeuses fortes (trend_sell_ok, Supertrend down, ADX élevé, pentes/écarts MAs négatifs) en London; vol_rel/ATR au‑dessus des seuils et biais HTF baissier. RSI très bas pénalise (risque de rebond) mais l’edge vendeur reste dominant.; conf=0.67; size×=0.50",SL,0.27,14794.04,14762.862844674204,-237.13715532579909
2025-07-17 11:20:00+00:00,EURUSD,sell,1.1598600000000001,1.160777892857143,1.1577488464285717,1.1577488464285717,64.18496143996116,"Biais vendeur aligné: trend_sell_ok, Supertrend down, ADX solide et HTF biais négatif. Rebond court terme au-dessus de la SMA20 (slope20>0) et RSI>73 pénalisent les achats; session London OK, vol/ATR > min. ATR en léger déclin et pas d’overlap → prudence modérée.; conf=0.65; size×=0.50",TP,0.37,14762.86,14827.047806114166,-172.95219388583791
2025-07-17 15:50:00+00:00,EURUSD,sell,1.15897,1.1603515714285715,1.1553779142857146,1.1603515714285715,-31.276056569371995,"Confluence vendeuse: trend_sell_ok, SuperTrend down, ADX>min, slopes 20/100 descendantes, biais HTF baissier, session New York avec overlap; vol_rel et atr_ratio > seuils. Seul bémol: prix au-dessus de la SMA20 (pullback).; conf=0.68; size×=0.50",SL,0.25,14827.05,14795.771749544794,-204.22825045520992
2025-07-18 11:05:00+00:00,EURUSD,buy,1.16369,1.1628173571428568,1.1656970785714287,1.1656970785714287,64.18462936571757,"Confluence haussière: trend_buy_ok, Supertrend up, ADX(21.3)≥min, pentes SMA20/100>0, prix au-dessus de SMA20, session London. Vol/ATR au-dessus des seuils (vol_rel 1.29, atr_ratio 1.56). Pénalité: RSI>72 (sur-achat) et pas d’overlap, mais loss_pressure faible → biais d’exécution conservé.; conf=0.66; size×=0.50",TP,0.39,14795.77,14859.956378910512,-140.04362108949235
2025-07-18 16:35:00+00:00,EURUSD,buy,1.16607,1.1650049285714286,1.1686261714285713,1.1650049285714286,-34.31683079868872,"Confluence haussière: trend_buy_ok, Supertrend up, ADX>20, pentes SMA20/100 positives, prix au-dessus de SMA20, session New York et biais HTF>0. Volatilité/ATR largement au-dessus des seuils, spread nul, pas d’événement bloquant. Edge suffisant avec loss_pressure=0.; conf=0.74; size×=0.55",SL,0.35,14859.96,14825.639548111823,-174.36045188818107
2025-07-21 14:20:00+00:00,EURUSD,buy,1.16581,1.1651281428571427,1.1674464571428573,1.1674464571428573,66.44662045569365,"Confluences haussières: trend_buy_ok, SuperTrend up, ADX14>min, pentes SMA20/100>0 et prix au-dessus de SMA20; session New York en overlap et biais HTF positif. Vol/ATR au-dessus des seuils. Prudence: RSI14=74 (surachat) et ATR en légère baisse.; conf=0.66; size×=0.50",TP,0.5,14825.64,14892.086168567517,-107.91383143248743
2025-07-21 17:20:00+00:00,EURUSD,buy,1.16775,1.1667565714285715,1.1699355428571427,1.1699355428571427,62.94122406585252,"Biais haussier solide: Supertrend up, ADX>min, slopes et dist>0, session New York, htf_bias positif; vol_rel/atr_ratio > seuils. Pénalité: RSI ~75 (surachat) → prudence.; conf=0.66; size×=0.50",TP,0.35,14892.09,14955.02739263337,-44.972607366634904
2025-07-21 18:35:00+00:00,EURUSD,buy,1.17112,1.1700430357142857,1.173381625,1.1700430357142857,-31.700721277200003,"Confluences haussières fortes: trend_buy_ok, Supertrend up, ADX élevé, pentes SMA20/100 > 0, prix > SMA20, session New York, htf_bias positif; vol_rel et atr_ratio > seuils. Pénalité: RSI 85 suracheté et ATR en léger recul. Edge net malgré la prudence RSI.; conf=0.66; size×=0.50",SL,0.32,14955.03,14923.32667135617,-76.6733286438349
2025-07-24 15:35:00+00:00,EURUSD,sell,1.17451,1.1753482857142856,1.1725819528571428,1.1753482857142856,-32.25109770618051,"Vente: alignement majoritairement baissier (supertrend down, trend_sell_ok, ADX>=min avec DI->DI+, prix sous SMA20 et SMA100 en pente négative), session NewYork avec overlap; RSI neutre. Seul contre-signal: slope SMA20 légèrement positive. Vol/ATR au-dessus des seuils. SL=1.8*ATR, TP=2.3*SL.; conf=0.68; size×=0.50",SL,0.41,14923.33,14891.075573649989,-108.92442635001541
2025-07-25 13:05:00+00:00,EURUSD,sell,1.17365,1.1743701785714287,1.1719935892857145,1.1719935892857145,78.06740870460781,"Sell bias strong: trend_sell_ok, supertrend down, ADX>min, SMA20/100 slopes negative with price below SMA20, HTF bias bearish, NY session with overlap; vol_rel/atr_ratio above mins. Minor caution: ATR slope slightly down, RSI not extreme. Using SL≈1.85*ATR and TP RR≈2.3.; conf=0.78; size×=0.61",TP,0.58,14891.08,14969.142982354597,-30.857017645407595
2025-07-25 15:05:00+00:00,EURUSD,sell,1.17232,1.1732093214285713,1.1703634928571431,1.1703634928571431,73.7163121341582,"Confluence baissière claire: supertrend down, pentes SMA20/100/200 négatives, -DI > +DI avec ADX fort (44.9), dist_sma20 < 0, biais HTF négatif. Session New York en overlap (bonus). Vol/ATR au-dessus des seuils (vol_rel≈1.10, atr_ratio≈1.27). RSI neutre. Calibration: SL≈1.85*ATR, TP≈2.2R.; conf=0.77; size×=0.59",TP,0.46,14969.14,15042.859294488755,42.859294488750606
2025-07-25 16:20:00+00:00,EURUSD,sell,1.17236,1.1736727142857144,1.1688156714285716,1.1736727142857144,-36.957562602812764,"Biais vendeur net: supertrend down, ADX fort, trend_sell_ok et HTF baissier, session New York. Contre-signes modestes (prix légèrement au-dessus de SMA20, pente SMA20 quasi plate). Vol/ATR bien au-dessus des seuils; loss_pressure faible.; conf=0.77; size×=0.59",SL,0.31,15042.86,15005.901731885942,5.901731885937842
2025-07-28 01:35:00+00:00,EURUSD,buy,1.1756199999999999,1.1745488928571428,1.1784048785714283,1.1745488928571428,-31.540497158828856,"Edge buy: strong trend alignment (trend_buy_ok, Supertrend up, ADX 46>20, SMA20/100 up, price above SMA20) with HTF bias +2.5. Vol/ATR above mins (vol_rel 1.62, atr_ratio 1.43) and zero spread. Session is Tokyo with weight 0.85 (no overlap), so confidence trimmed. Loss_pressure=1.0 → moderate bar; buy score clearly beats sell. SL/TP sized via ATR with slightly higher RR due to elevated vol.; conf=0.66; size×=0.50",SL,0.32,15005.9,14974.361234727114,-25.638765272891014
2025-07-28 11:35:00+00:00,EURUSD,sell,1.16887,1.1704660714285715,1.1649596249999998,1.1649596249999998,68.72881773652118,"Biais fortement baissier aligné (Supertrend down, ADX>50, pentes SMA20/100<0, prix sous SMA20), session London favorable, htf_bias négatif, volatilité/ATR au-dessus des seuils. RSI très bas pénalise (risque de rebond), d’où SL légèrement élargi et RR prudent.; conf=0.66; size×=0.50",TP,0.21,14974.36,15043.090052463634,43.090052463630165
2025-07-28 14:35:00+00:00,EURUSD,sell,1.1648,1.1657874285714287,1.162627657142857,1.1657874285714287,-39.3066246688991,"Conditions sell fortement alignées: trend_sell_ok, supertrend down, ADX élevé, pentes SMA20/100 négatives, prix sous SMA20, session New York avec overlap et biais HTF baissier. Seuils vol/ATR atteints. Légère pénalité car vol_rel juste au minimum et ATR en léger repli.; conf=0.78; size×=0.61",SL,0.43,15043.09,15003.783427794735,3.783427794731068
2025-07-28 16:35:00+00:00,EURUSD,sell,1.16377,1.1649941428571429,1.1608932642857142,1.1608932642857142,71.67569600404731,"SELL favored: strong bearish alignment (trend_sell_ok, Supertrend down, ADX>min, SMA20/100 slopes down, price below SMA20, HTF bias -2.5). Session=New York, vol_rel/atr_ratio above minima. Minor cautions: RSI ~30 and slightly falling ATR, but edge remains net positive under loss_pressure=1.0.; conf=0.73; size×=0.53",TP,0.3,15003.78,15075.459123798782,75.45912379877838
2025-07-29 08:05:00+00:00,EURUSD,sell,1.15848,1.1591775714285715,1.1568755857142856,1.1568755857142856,65.07702176092886,"Sell bias: downtrend alignment (trend_sell_ok, supertrend down), ADX strong, SMA slopes negative, London session and bearish HTF bias. Minor counter-signal: price above SMA20. Vol/ATR above dynamic mins; spread negligible; loss_pressure low.; conf=0.70; size×=0.50",TP,0.5,15075.46,15140.536145559712,140.53614555970722
2025-07-29 10:05:00+00:00,EURUSD,sell,1.15441,1.1562271428571427,1.1495037142857143,1.1562271428571427,-32.467847342561306,"Confluence baissière forte: trend_sell_ok, supertrend down, ADX élevé, pentes SMA20/100 négatives et prix sous SMA20, htf_bias<0; session London. Seule réserve: RSI très bas (~28). Volatilité/ATR élevés et spread nul. Vente avec SL≈2*ATR et TP≈2.7R.; conf=0.72; size×=0.52",SL,0.2,15140.54,15108.068298217151,108.06829821714592
2025-07-29 18:05:00+00:00,EURUSD,sell,1.15263,1.1543836071428573,1.1485967035714284,1.1543836071428573,-31.381571783947827,"Sell bias: supertrend down, trend_sell_ok, price below SMA20 with SMA100 slope negative; ADX>min and HTF bias bearish. New York session, volatility/ATR above dynamic mins. Minor counter-signal from slightly rising SMA20 and small bounce; adjusted SL≈1.95*ATR, TP RR≈2.3.; conf=0.66; size×=0.50",SL,0.2,15108.07,15076.686726433203,76.68672643319809
2025-07-30 15:50:00+00:00,EURUSD,sell,1.14874,1.1502342142857145,1.1450044642857142,1.1502342142857145,-30.988716326375652,"Vol/ATR ok (> mins). Strong bearish alignment: trend_sell_ok, supertrend down, ADX high, slopes <0, price below SMA20, HTF bias -, NY session with overlap. Main penalty: RSI oversold (<28). Loss pressure low → acceptable edge.; conf=0.67; size×=0.50",SL,0.23,15076.69,15045.698010106827,45.69801010682244
2025-08-01 11:50:00+00:00,EURUSD,sell,1.1406100000000001,1.1414358928571429,1.1387104464285716,1.1414358928571429,-32.592758187362776,"Vente privilégiée: alignement baissier (trend_sell_ok, supertrend down, ADX>min), pentes SMA20/100 négatives, prix sous SMA20, biais HTF bearish, session London. Vol/ATR > seuils, spread nul, RSI 30 non extrême. Loss_pressure faible → seuils souples.; conf=0.68; size×=0.50",SL,0.42,15045.7,15013.105251919465,13.105251919459661
2025-08-01 15:50:00+00:00,EURUSD,buy,1.15464,1.1511146785714286,1.163805835714286,1.163805835714286,69.88908584324774,"Confluence haussière forte: trend_buy_ok, Supertrend up, ADX>min, pentes SMA20/100 positives, prix au-dessus de SMA20, session New York avec overlap et biais HTF très positif. Volatilité/ATR élevés. Prudence: RSI très suracheté et loss_pressure modéré, d’où SL un peu élargi et RR discipliné.; conf=0.66; size×=0.50",TP,0.09,15013.11,15082.994337762713,82.9943377627074
2025-08-06 18:20:00+00:00,EURUSD,buy,1.16442,1.1632135357142857,1.1673155142857143,1.1632135357142857,-35.24323745532062,"Feu vert: tendance haussière alignée (supertrend up, ADX 30.8>20), slopes et prix au-dessus SMA20, session New York; vol_rel 1.34 et atr_ratio 1.33 > min. Cautions légères: RSI 70 (pas >72), ATR en léger repli. Loss_pressure faible.; conf=0.74; size×=0.55",SL,0.32,15082.99,15047.751100307392,47.751100307386785
2025-08-07 10:50:00+00:00,EURUSD,buy,1.16872,1.1678585714285714,1.1706151428571427,1.1678585714285714,-41.12619140431787,"Conditions BUY nettement favorables: tendance haussière (supertrend up, ADX 37>20), pentes SMA20/100 >0 et prix au-dessus de SMA20, biais HTF positif, session London; vol_rel 1.22 et atr_ratio 1.54 > seuils. RSI 69 < 72 (légère prudence). SL≈1.8*ATR, TP≈2.2R.; conf=0.79; size×=0.62",SL,0.51,15047.75,15006.624908903075,6.6249089030689134
2025-08-07 11:50:00+00:00,EURUSD,buy,1.16855,1.1672385714285713,1.1719617142857142,1.1672385714285713,-34.54132987239613,"Edge haussier net: trend_buy_ok, supertrend up, ADX 35.8>20, slopes SMA20/100 positives, prix > SMA20, session London, HTF bias +2.5. Vol/ATR au-dessus des minima (vol_rel 1.66, atr_ratio 1.84). Pas de pénalité (RSI neutre, spread nul). Loss_pressure 1.25 → seuil modéré atteint.; conf=0.74; size×=0.55",SL,0.29,15006.62,14972.08357903068,-27.91642096932722
2025-08-12 17:35:00+00:00,EURUSD,buy,1.166,1.1639081785999998,1.1712295536,1.1712295536,88.01012660392023,"Alignement haussier fort (trend_buy_ok, Supertrend up, ADX 33.6>=20, slopes SMA20/100>0, dist_sma20>0), session New York, htf_bias positif; vol/ATR au-dessus des seuils. Légères réserves: RSI 71 proche surachat et ATR en léger repli.; conf=0.78; size×=0.61",TP,0.2,14972.08,15060.0937056346,60.09370563459301
2025-08-13 10:50:00+00:00,EURUSD,buy,1.17073,1.169733642857143,1.1734201642857143,1.169733642857143,-42.40004818935441,"Strong bullish alignment: supertrend up, ADX 51>20, SMA slopes>0, price above MAs, HTF bias+, London open; vol_rel/ATR ratio well above mins. Minor caution: RSI 66.; conf=0.81; size×=0.66",SL,0.46,15060.09,15017.693657445245,17.6936574452386
2025-08-15 09:20:00+00:00,EURUSD,buy,1.16693,1.1664465714285714,1.1679935428571429,1.1679935428571429,72.1689789742461,"Confluence haussière forte: supertrend up, ADX 37≥20, slopes SMA20/100 >0, dist_sma20>0, session London, htf_bias positif. Vol/ATR au-dessus des minima, RSI <72, spread OK. Loss_pressure très faible.; conf=0.77; size×=0.59",TP,0.86,15017.69,15089.862636419492,89.8626364194847
2025-08-15 10:20:00+00:00,EURUSD,buy,1.16773,1.1670781428571428,1.169359642857143,1.169359642857143,91.29439595385826,"Confluences haussières solides (trend_buy_ok, supertrend up, ADX>min, pentes SMA>0, dist_sma20>0, session London) avec vol_rel 1.45 et atr_ratio 1.53 au-dessus des seuils; pas de news window; loss_pressure faible.; conf=0.80; size×=0.64",TP,0.69,15089.86,15181.15703237335,181.15703237334296
2025-08-15 17:20:00+00:00,EURUSD,buy,1.17113,1.1698237142857144,1.1745263428571429,1.17025,-22.201337932449228,"Conditions alignées pour un BUY: tendance haussière (supertrend up, SMA20/100 en pente positive, prix au-dessus de SMA20), ADX≥min, session New York, biais HTF positif, volatilité/ATR au-dessus des seuils. Légère pénalité: atr_slope légèrement négatif et pas d’overlap de session.; conf=0.68; size×=0.50",EOD(mass-close),0.27,15181.16,15158.955694440901,158.95569444089372
