time,symbol,action,entry,sl,tp,exit,pnl,reason,pnl_cum
2025-08-20 10:05:00+00:00,EURUSD,buy,1.1639,1.16334,1.16502,1.16334,-0.0005599999999998939,Clôture au-dessus de la SMA20 (1.1639 > 1.1634245); ATR ≈ 0.00056 indique volatilité; spread nul; setup achat avec SL ≈ ATR et TP ≈ 2xATR.,-0.001007142857142762
2025-08-20 11:45:00+00:00,EURUSD,sell,1.16364,1.1640378571428571,1.1628442857142858,1.1640378571428571,-0.0003978571428571165,"Prix sous SMA20: biais baissier à court terme; SL = 1 ATR, TP = 2 ATR (basé sur ATR et volatilité).",-0.0014049999999998786
2025-08-20 11:55:00+00:00,EURUSD,sell,1.16379,1.1641928571428573,1.1629842857142858,1.1641928571428573,-0.00040285714285714924,"close en dessous du sma20 (1.16379 < 1.164082) et volatilité ATR ~0.000403; plan: SL ≈ 1 ATR, TP ≈ 2 ATR.",-0.0018078571428570278
2025-08-20 12:35:00+00:00,EURUSD,buy,1.1644700000000001,1.1640914285714288,1.165227142857143,1.165227142857143,0.0007571428571429006,"Clôture au-dessus du SMA20, momentum haussier. Stop loss égal à 1x ATR, take profit environ 2x ATR.",-0.0010507142857141272
2025-08-20 13:15:00+00:00,EURUSD,buy,1.16534,1.16501286,1.16599429,1.16501286,-0.00032714000000000354,Prix au-dessus du SMA20 et volatilité/ ATR favorable; spread nul.,-0.0013778542857141307
2025-08-20 13:50:00+00:00,EURUSD,sell,1.16442,1.1647757142857142,1.1637085714285715,1.1647757142857142,-0.000355714285714237,Close below SMA20 (1.16442 < 1.164645) indicates bearish bias; ATR-based risk: stop at 1x ATR and take-profit at 2x ATR; spread is zero.,-0.0017335685714283677
2025-08-20 14:05:00+00:00,EURUSD,sell,1.16453,1.1649228571428571,1.1637442857142857,1.1649228571428571,-0.00039285714285708373,Close en dessous de la sma20 (pression baissière légère). Volatilité moyenne faible (ATR ≈ 0.000393) et spread nul; setup SELL avec SL ≈ ATR et TP ≈ 2×ATR.,-0.0021264257142854515
2025-08-20 15:10:00+00:00,EURUSD,buy,1.16512,1.1647771428571427,1.1658057142857143,1.1658057142857143,0.0006857142857144005,Prix au-dessus de la SMA20; volatilité et ATR indiquent un momentum haussier; spread nul.,-0.001440711428571051
2025-08-20 15:35:00+00:00,EURUSD,buy,1.16647,1.1659971428571427,1.1674157142857142,1.1659971428571427,-0.00047285714285716374,"Clôture au-dessus du SMA20, biais haussier ; ATR indique un risque gérable et spread nul.",-0.0019135685714282147
2025-08-20 16:55:00+00:00,EURUSD,sell,1.16589,1.1664092857142858,1.1648514285714286,1.1664092857142858,-0.0005192857142857221,Close is below SMA20 (bearish bias). ATR indicates current volatility; set SL at 1x ATR and TP at 2x ATR.,-0.002432854285713937
2025-08-20 17:10:00+00:00,EURUSD,sell,1.1656,1.16673,1.1647525,1.16673,-0.0011300000000000754,Close en dessous de la SMA20 → pression baissière potentielle. ATR ≈ 0.000565 → SL ≈ 2×ATR (0.00113) et TP ≈ 1.5×ATR (0.0008475). Spread = 0.,-0.003562854285714012
2025-08-20 17:50:00+00:00,EURUSD,buy,1.16652,1.1659317857142857,1.167827142857143,1.1659317857142857,-0.0005882142857143169,"Close > SMA20 indicates a bullish setup; ATR-based SL/TP use the current volatility (ATR ≈ 0.000654) with zero spread, offering favorable risk-reward.",-0.004151068571428329
2025-08-20 18:05:00+00:00,EURUSD,buy,1.16606,1.1654528571428573,1.167274285714286,1.1654528571428573,-0.0006071428571428061,Close (1.16606) au-dessus de la SMA20 (signal haussier). La volatilité/ATR soutient un mouvement; SL ≈ ATR (0.000607) et TP ≈ 2×ATR (0.001214) pour un ratio risque/rendement favorable.,-0.004758211428571135
2025-08-20 18:50:00+00:00,EURUSD,sell,1.16471,1.1657099999999998,1.1631099999999999,1.1657099999999998,-0.0009999999999998899,"Prix sous la SMA20, signal baissier; volatilité mesurée par l'ATR (0.000515) indique un SL proche de ATR et un TP environ 1.6 fois ATR.",-0.005758211428571025
2025-08-20 19:20:00+00:00,EURUSD,buy,1.16597,1.1655635714285713,1.1667828571428571,1.1667828571428571,0.0008128571428571707,"Close above SMA20 by ~0.00019 (~0.47 ATR); bullish signal. SL ~ATR, TP ~2*ATR for a risk/reward of ~1:2.",-0.004945354285713854
2025-08-20 20:55:00+00:00,EURUSD,buy,1.16717,1.1668064285714286,1.1678971428571427,1.1668064285714286,-0.0003635714285714631,Close price > SMA20 (bullish); ATR-based levels with zero spread; TP ≈ 2× ATR for favorable risk-reward.,-0.0053089257142853175
2025-08-20 21:05:00+00:00,EURUSD,buy,1.16636,1.1659192857142857,1.1672414285714285,1.1659192857142857,-0.0004407142857143498,Close au-dessus de la SMA20 (1.16636 > 1.1662935) indique une dynamique haussière; ATR modéré et spread nul suggèrent SL ≈ 1 ATR et TP ≈ 2 ATR.,-0.005749639999999667
2025-08-20 21:20:00+00:00,EURUSD,sell,1.16567,1.166092142857143,1.1648257142857144,1.166092142857143,-0.00042214285714292643,Prix inférieur à la SMA20 (1.16567 < 1.166294) indiquant une pression baissière; volatilité mesurée par l'ATR ≈ 0.000422; plan: entrer en vente avec SL ≈ 1 ATR et TP ≈ 2 ATR.,-0.006171782857142594
2025-08-20 21:40:00+00:00,EURUSD,sell,1.16596,1.166402142857143,1.1650757142857144,1.1650757142857144,0.0008842857142856708,Prix close en dessous de SMA20 (1.16596 < 1.166276); volatilité mesurée par ATR (0.00044214). Ordre SELL avec SL à ATR et TP à 2*ATR.,-0.005287497142856923
2025-08-20 23:10:00+00:00,EURUSD,sell,1.16493,1.1651635714285715,1.1644628571428572,1.1651635714285715,-0.0002335714285714996,Prix actuel en dessous du SMA20 (1.16493 < 1.165544) indiquant une dynamique baissière; ATR et volatilité moyenne suggèrent un potentiel de mouvement à la baisse.,-0.0055210685714284224
2025-08-21 00:00:00+00:00,EURUSD,sell,1.16499,1.16522,1.1646492857142856,1.16499,0.0,"Prix de clôture sous la SMA20; l'ATR détermine les niveaux SL/TP (SL ≈ ATR, TP ≈ 1.5 × ATR).",-0.0055210685714284224
